Program ID,Program Name,Program Address,Program City,Postal Code,Phone Number,Type of Program,Day Care Y/N,Out of School Care Y/N,Preschool Y/N,Capacity,Inspection Date,Inspection Reason,Non Compliance,Enforcement Action,Remedy Date
30C5F9AEDE3916B69EB12182BE9B6856,1ST CLASS AFTER CLASS - DIVINE MERCY,228 MAHOGANY BLVD SE,CALGARY,T3M1M5,4038366090,FACILITY-BASED PROGRAM,N,Y,N,200,2025-12-10,INSPECTION,25(1)(a)(ii) - Core requirements - Each staff/volunteer provides a current criminal record check to licence holder every 3 years,ORDER TO REMEDY,2025-12-17
D154BAB7E947FCA5461907CB71869B92,1ST CLASS AFTER CLASS - DON BOSCO,13615 DEER RIDGE DR SE,CALGARY,T2J6S7,5875853842,FACILITY-BASED PROGRAM,N,Y,N,60,2025-09-09,INSPECTION,,,NULL
253F024F712EBC39025E8A728C0AF223,1ST CLASS AFTER CLASS - FISH CREEK,1039 SUNCASTLE DR SE,CALGARY,T2X2Z1,4038366090,FACILITY-BASED PROGRAM,N,Y,N,162,2024-10-08,INSPECTION,,,NULL
253F024F712EBC39025E8A728C0AF223,1ST CLASS AFTER CLASS - FISH CREEK,1039 SUNCASTLE DR SE,CALGARY,T2X2Z1,4038366090,FACILITY-BASED PROGRAM,N,Y,N,162,2025-05-09,INSPECTION,,,NULL
253F024F712EBC39025E8A728C0AF223,1ST CLASS AFTER CLASS - FISH CREEK,1039 SUNCASTLE DR SE,CALGARY,T2X2Z1,4038366090,FACILITY-BASED PROGRAM,N,Y,N,162,2025-08-27,INSPECTION,,,NULL
253F024F712EBC39025E8A728C0AF223,1ST CLASS AFTER CLASS - FISH CREEK,1039 SUNCASTLE DR SE,CALGARY,T2X2Z1,4038366090,FACILITY-BASED PROGRAM,N,Y,N,162,2025-11-25,INSPECTION,23(1)(b)(i) - Administration records - Daily attendance of primary staff member includes arrival and departure,NOTICE OF NON-COMPLIANCE,2025-11-25
CD24AF9E6D11687F29EEE6F2DDD86764,1ST CLASS AFTER CLASS - GOOD SHEPHERD,52 ROBINSON DR,OKOTOKS,T1S2A3,5878996090,FACILITY-BASED PROGRAM,N,Y,N,200,2024-08-16,INITIAL LICENCE INSPECTION,,,NULL
CD24AF9E6D11687F29EEE6F2DDD86764,1ST CLASS AFTER CLASS - GOOD SHEPHERD,52 ROBINSON DR,OKOTOKS,T1S2A3,5878996090,FACILITY-BASED PROGRAM,N,Y,N,200,2024-12-05,INSPECTION,,,NULL
CD24AF9E6D11687F29EEE6F2DDD86764,1ST CLASS AFTER CLASS - GOOD SHEPHERD,52 ROBINSON DR,OKOTOKS,T1S2A3,5878996090,FACILITY-BASED PROGRAM,N,Y,N,200,2025-05-23,INSPECTION,,,NULL
CD24AF9E6D11687F29EEE6F2DDD86764,1ST CLASS AFTER CLASS - GOOD SHEPHERD,52 ROBINSON DR,OKOTOKS,T1S2A3,5878996090,FACILITY-BASED PROGRAM,N,Y,N,200,2025-06-20,RENEWAL LICENCE INSPECTION,,,NULL
CD24AF9E6D11687F29EEE6F2DDD86764,1ST CLASS AFTER CLASS - GOOD SHEPHERD,52 ROBINSON DR,OKOTOKS,T1S2A3,5878996090,FACILITY-BASED PROGRAM,N,Y,N,200,2025-06-20,INSPECTION,,,NULL
E3BC65E5775A254601D72A2CED54DA35,1ST CLASS AFTER CLASS - MAHOGANY,165 MAHOGANY BLVD SE,CALGARY,T3M1N4,5878996090,FACILITY-BASED PROGRAM,N,Y,N,200,2025-02-14,INSPECTION,,,NULL
E3BC65E5775A254601D72A2CED54DA35,1ST CLASS AFTER CLASS - MAHOGANY,165 MAHOGANY BLVD SE,CALGARY,T3M1N4,5878996090,FACILITY-BASED PROGRAM,N,Y,N,200,2025-10-17,INSPECTION,,,NULL
987595C2FFAF1A61EBC132C78CD217C9,1ST CLASS AFTER CLASS - NEW BRIGHTON,30 NEW BRIGHTON DRIVE SE,CALGARY,T2Z4B2,4038366090,FACILITY-BASED PROGRAM,N,Y,N,182,2025-03-18,INSPECTION,,,NULL
987595C2FFAF1A61EBC132C78CD217C9,1ST CLASS AFTER CLASS - NEW BRIGHTON,30 NEW BRIGHTON DRIVE SE,CALGARY,T2Z4B2,4038366090,FACILITY-BASED PROGRAM,N,Y,N,182,2025-11-04,INSPECTION,,,NULL
36173381B5A0ED5898259DA3F8A80E22,1ST CLASS AFTER CLASS - SIBYLLA KIDDLE,126 CRANFORD DRIVE SE,CALGARY,T3M0W4,4038366090,FACILITY-BASED PROGRAM,N,Y,N,187,2024-10-18,INSPECTION,,,NULL
36173381B5A0ED5898259DA3F8A80E22,1ST CLASS AFTER CLASS - SIBYLLA KIDDLE,126 CRANFORD DRIVE SE,CALGARY,T3M0W4,4038366090,FACILITY-BASED PROGRAM,N,Y,N,187,2025-06-13,INSPECTION,,,NULL
36173381B5A0ED5898259DA3F8A80E22,1ST CLASS AFTER CLASS - SIBYLLA KIDDLE,126 CRANFORD DRIVE SE,CALGARY,T3M0W4,4038366090,FACILITY-BASED PROGRAM,N,Y,N,187,2025-10-15,INCIDENT REPORT,,,NULL
C78E599A55F19908F6D5199101B17CBB,1ST CLASS AFTER CLASS - SILVERADO,483 SILVERADO BLVD SW,CALGARY,T2X2E2,4038366090,FACILITY-BASED PROGRAM,N,Y,N,124,2024-09-25,COMPLAINT INVESTIGATION,,,NULL
C78E599A55F19908F6D5199101B17CBB,1ST CLASS AFTER CLASS - SILVERADO,483 SILVERADO BLVD SW,CALGARY,T2X2E2,4038366090,FACILITY-BASED PROGRAM,N,Y,N,124,2024-10-25,INSPECTION,23(1)(a) - Administration records - Particulars of daily attendance of each child including arrival and departure,NOTICE OF NON-COMPLIANCE,2024-10-25
C78E599A55F19908F6D5199101B17CBB,1ST CLASS AFTER CLASS - SILVERADO,483 SILVERADO BLVD SW,CALGARY,T2X2E2,4038366090,FACILITY-BASED PROGRAM,N,Y,N,124,2024-11-28,COMPLAINT INVESTIGATION,,,NULL
C78E599A55F19908F6D5199101B17CBB,1ST CLASS AFTER CLASS - SILVERADO,483 SILVERADO BLVD SW,CALGARY,T2X2E2,4038366090,FACILITY-BASED PROGRAM,N,Y,N,124,2025-09-15,INSPECTION,,,NULL
1823BF223ECA7F34266D0EA4EF1E97E8,1ST CLASS AFTER CLASS - SOMERSET,150 SOMERSET MANOR SW,CALGARY,T2Y4S2,5878939133,FACILITY-BASED PROGRAM,N,Y,N,100,2025-04-25,INSPECTION,,,NULL
1823BF223ECA7F34266D0EA4EF1E97E8,1ST CLASS AFTER CLASS - SOMERSET,150 SOMERSET MANOR SW,CALGARY,T2Y4S2,5878939133,FACILITY-BASED PROGRAM,N,Y,N,100,2025-10-22,INSPECTION,,,NULL
A2E7B2600ED4C27C4BAD6FC47D9D3AAF,1ST CLASS AFTER CLASS - ST. ALBERT,225 PRESTWICK AVENUE SE,CALGARY,T2Z3X3,5878996090,FACILITY-BASED PROGRAM,N,Y,N,150,2025-05-29,INSPECTION,,,NULL
A2E7B2600ED4C27C4BAD6FC47D9D3AAF,1ST CLASS AFTER CLASS - ST. ALBERT,225 PRESTWICK AVENUE SE,CALGARY,T2Z3X3,5878996090,FACILITY-BASED PROGRAM,N,Y,N,150,2025-10-28,INSPECTION,,,NULL
94C486D98F9F7143BEED1DF2867A0BA2,1ST CLASS AFTER CLASS - ST. FRANCIS,"32156 ALBERTA 552, UNIT 10",DE WINTON,T0L0X0,5878996090,FACILITY-BASED PROGRAM,N,Y,N,200,2024-08-16,INITIAL LICENCE INSPECTION,,,NULL
94C486D98F9F7143BEED1DF2867A0BA2,1ST CLASS AFTER CLASS - ST. FRANCIS,"32156 ALBERTA 552, UNIT 10",DE WINTON,T0L0X0,5878996090,FACILITY-BASED PROGRAM,N,Y,N,200,2025-03-20,INSPECTION,,,NULL
94C486D98F9F7143BEED1DF2867A0BA2,1ST CLASS AFTER CLASS - ST. FRANCIS,"32156 ALBERTA 552, UNIT 10",DE WINTON,T0L0X0,5878996090,FACILITY-BASED PROGRAM,N,Y,N,200,2025-06-20,RENEWAL LICENCE INSPECTION,,,NULL
94C486D98F9F7143BEED1DF2867A0BA2,1ST CLASS AFTER CLASS - ST. FRANCIS,"32156 ALBERTA 552, UNIT 10",DE WINTON,T0L0X0,5878996090,FACILITY-BASED PROGRAM,N,Y,N,200,2025-06-20,INSPECTION,,,NULL
FD25D1E9D2B3B7C6A3148129C35DAC1B,1ST CLASS AFTER CLASS - ST. ISABELLA,855 COPPERFIELD BLVD SE,CALGARY,T2Z4W8,4038366090,FACILITY-BASED PROGRAM,N,Y,N,90,2024-11-06,INSPECTION,,,NULL
FD25D1E9D2B3B7C6A3148129C35DAC1B,1ST CLASS AFTER CLASS - ST. ISABELLA,855 COPPERFIELD BLVD SE,CALGARY,T2Z4W8,4038366090,FACILITY-BASED PROGRAM,N,Y,N,90,2025-10-20,INSPECTION,,,NULL
FD25D1E9D2B3B7C6A3148129C35DAC1B,1ST CLASS AFTER CLASS - ST. ISABELLA,855 COPPERFIELD BLVD SE,CALGARY,T2Z4W8,4038366090,FACILITY-BASED PROGRAM,N,Y,N,90,2025-12-05,COMPLAINT INVESTIGATION,,,NULL
F1CFAD29A9048D45838117D3127B9EB3,1ST CLASS AFTER CLASS - ST. MARGUERITE,1100 NEW BRIGHTON DRIVE SE,CALGARY,T2Z0W1,4038366090,FACILITY-BASED PROGRAM,N,Y,N,60,2024-12-09,INSPECTION,,,NULL
F1CFAD29A9048D45838117D3127B9EB3,1ST CLASS AFTER CLASS - ST. MARGUERITE,1100 NEW BRIGHTON DRIVE SE,CALGARY,T2Z0W1,4038366090,FACILITY-BASED PROGRAM,N,Y,N,60,2025-10-22,INSPECTION,,,NULL
54CE69D3A375937DAC1BE4D775759742,1ST CLASS AFTER CLASS - ST. WILLIAM,11020 FAIRMOUNT DRIVE SE,CALGARY,T2J0T1,4038366990,FACILITY-BASED PROGRAM,N,Y,N,89,2024-10-02,INSPECTION,,,NULL
54CE69D3A375937DAC1BE4D775759742,1ST CLASS AFTER CLASS - ST. WILLIAM,11020 FAIRMOUNT DRIVE SE,CALGARY,T2J0T1,4038366990,FACILITY-BASED PROGRAM,N,Y,N,89,2025-10-08,INSPECTION,,,NULL
C7BDB1B892DE5B1EE771CB8270EBC4FA,1ST CLASS AFTER CLASS - WOODBINE,27 WOODFIELD WAY SW,CALGARY,T2W5E1,5878996090,FACILITY-BASED PROGRAM,N,Y,N,80,2025-01-07,INSPECTION,,,NULL
C7BDB1B892DE5B1EE771CB8270EBC4FA,1ST CLASS AFTER CLASS - WOODBINE,27 WOODFIELD WAY SW,CALGARY,T2W5E1,5878996090,FACILITY-BASED PROGRAM,N,Y,N,80,2025-06-18,RENEWAL LICENCE INSPECTION,,,NULL
4B487E6F6FE8D60C9AE7A65666B04E53,1ST CLASS CHILDCARE - 130TH,"515, 4916 - 130 AVENUE SE",CALGARY,T2Z0G4,4038366090,FACILITY-BASED PROGRAM,Y,Y,N,105,2024-09-10,INSPECTION,,,NULL
4B487E6F6FE8D60C9AE7A65666B04E53,1ST CLASS CHILDCARE - 130TH,"515, 4916 - 130 AVENUE SE",CALGARY,T2Z0G4,4038366090,FACILITY-BASED PROGRAM,Y,Y,N,105,2025-05-05,INSPECTION,,,NULL
4B487E6F6FE8D60C9AE7A65666B04E53,1ST CLASS CHILDCARE - 130TH,"515, 4916 - 130 AVENUE SE",CALGARY,T2Z0G4,4038366090,FACILITY-BASED PROGRAM,Y,Y,N,105,2025-10-21,INSPECTION,,,NULL
4A0CF0DF6A20934C08664FC915FDBB87,1ST CLASS CHILDCARE - BLACKFOOT,"125, 8838 BLACKFOOT TRAIL SE",CALGARY,T2J3J1,4038366090,FACILITY-BASED PROGRAM,Y,Y,N,220,2024-11-22,INSPECTION,,,NULL
4A0CF0DF6A20934C08664FC915FDBB87,1ST CLASS CHILDCARE - BLACKFOOT,"125, 8838 BLACKFOOT TRAIL SE",CALGARY,T2J3J1,4038366090,FACILITY-BASED PROGRAM,Y,Y,N,220,2025-08-13,VARIANCE REQUEST,,,NULL
4A0CF0DF6A20934C08664FC915FDBB87,1ST CLASS CHILDCARE - BLACKFOOT,"125, 8838 BLACKFOOT TRAIL SE",CALGARY,T2J3J1,4038366090,FACILITY-BASED PROGRAM,Y,Y,N,220,2025-12-02,INSPECTION,,,NULL
4CA89D27FC04DA8BE2DA84B5FE6D50DC,1ST CLASS CHILDCARE - HERITAGE POINTE,220 412 PINE CREEK ROAD,HERITAGE POINTE,T1S4H7,5878996090,FACILITY-BASED PROGRAM,Y,N,N,24,2024-12-09,INSPECTION,,,NULL
4CA89D27FC04DA8BE2DA84B5FE6D50DC,1ST CLASS CHILDCARE - HERITAGE POINTE,220 412 PINE CREEK ROAD,HERITAGE POINTE,T1S4H7,5878996090,FACILITY-BASED PROGRAM,Y,N,N,24,2025-03-10,COMPLAINT INVESTIGATION,,,NULL
4CA89D27FC04DA8BE2DA84B5FE6D50DC,1ST CLASS CHILDCARE - HERITAGE POINTE,220 412 PINE CREEK ROAD,HERITAGE POINTE,T1S4H7,5878996090,FACILITY-BASED PROGRAM,Y,N,N,24,2025-10-22,INSPECTION,,,NULL
7B2E29A5522214EA3F20B473F47263BB,1ST CLASS CHILDCARE - ROCKLAND PARK,90 ROWLEY WAY NW,CALGARY,T3L2V3,4038366090,FACILITY-BASED PROGRAM,Y,N,N,26,2025-03-04,INITIAL LICENCE INSPECTION,,,NULL
7B2E29A5522214EA3F20B473F47263BB,1ST CLASS CHILDCARE - ROCKLAND PARK,90 ROWLEY WAY NW,CALGARY,T3L2V3,4038366090,FACILITY-BASED PROGRAM,Y,N,N,26,2025-09-17,INSPECTION,,,NULL
1582C771DE17C05BA1A568FC108518D9,1ST CLASS CHILDCARE - SETON,"205, 3815 FRONT STREET SE",CALGARY,T3M2J6,4038366090,FACILITY-BASED PROGRAM,Y,Y,N,116,2024-07-24,INCIDENT REPORT,,,NULL
1582C771DE17C05BA1A568FC108518D9,1ST CLASS CHILDCARE - SETON,"205, 3815 FRONT STREET SE",CALGARY,T3M2J6,4038366090,FACILITY-BASED PROGRAM,Y,Y,N,116,2024-09-19,INSPECTION,,,NULL
1582C771DE17C05BA1A568FC108518D9,1ST CLASS CHILDCARE - SETON,"205, 3815 FRONT STREET SE",CALGARY,T3M2J6,4038366090,FACILITY-BASED PROGRAM,Y,Y,N,116,2025-04-16,INSPECTION,,,NULL
1582C771DE17C05BA1A568FC108518D9,1ST CLASS CHILDCARE - SETON,"205, 3815 FRONT STREET SE",CALGARY,T3M2J6,4038366090,FACILITY-BASED PROGRAM,Y,Y,N,116,2025-08-27,CONSULTATION,,,NULL
CDDFC66987FE80BC323CA30D964A2B69,1ST CLASS CHILDCARE - SETON,99 SETON ROAD SE,CALGARY,T3M3L6,5878996090,FACILITY-BASED PROGRAM,Y,N,N,41,2025-10-24,INITIAL LICENCE INSPECTION,,,NULL
9289C7B957A37E5A029CAE624F36FCA6,1ST CLASS CHILDCARE - SHAWNESSY,"504, 303 SHAWVILLE BLVD SE",CALGARY,T2Y3W6,4035000490,FACILITY-BASED PROGRAM,Y,Y,N,119,2024-07-19,INCIDENT REPORT,,,NULL
9289C7B957A37E5A029CAE624F36FCA6,1ST CLASS CHILDCARE - SHAWNESSY,"504, 303 SHAWVILLE BLVD SE",CALGARY,T2Y3W6,4035000490,FACILITY-BASED PROGRAM,Y,Y,N,119,2024-10-18,INSPECTION,,,NULL
9289C7B957A37E5A029CAE624F36FCA6,1ST CLASS CHILDCARE - SHAWNESSY,"504, 303 SHAWVILLE BLVD SE",CALGARY,T2Y3W6,4035000490,FACILITY-BASED PROGRAM,Y,Y,N,119,2025-06-06,INSPECTION,,,NULL
9289C7B957A37E5A029CAE624F36FCA6,1ST CLASS CHILDCARE - SHAWNESSY,"504, 303 SHAWVILLE BLVD SE",CALGARY,T2Y3W6,4035000490,FACILITY-BASED PROGRAM,Y,Y,N,119,2025-07-11,COMPLAINT INVESTIGATION,28(1)(d) - Minimum staffing and general supervision - Children at all times supervised,ORDER TO REMEDY,2025-07-18
9289C7B957A37E5A029CAE624F36FCA6,1ST CLASS CHILDCARE - SHAWNESSY,"504, 303 SHAWVILLE BLVD SE",CALGARY,T2Y3W6,4035000490,FACILITY-BASED PROGRAM,Y,Y,N,119,2025-07-18,FOLLOW UP TO ENFORCEMENT ACTION,,,NULL
B335F1B10AA3FD81E4095BE8FDA55DB2,1ST CLASS CHILDCARE - WOLF WILLOW,"200, 2121 194 AVE SE",CALGARY,T2X5B1,5878996090,FACILITY-BASED PROGRAM,Y,N,N,244,2024-08-08,RENEWAL LICENCE INSPECTION,,,NULL
B335F1B10AA3FD81E4095BE8FDA55DB2,1ST CLASS CHILDCARE - WOLF WILLOW,"200, 2121 194 AVE SE",CALGARY,T2X5B1,5878996090,FACILITY-BASED PROGRAM,Y,N,N,244,2025-05-21,INSPECTION,,,NULL
B335F1B10AA3FD81E4095BE8FDA55DB2,1ST CLASS CHILDCARE - WOLF WILLOW,"200, 2121 194 AVE SE",CALGARY,T2X5B1,5878996090,FACILITY-BASED PROGRAM,Y,N,N,244,2025-08-20,COMPLAINT INVESTIGATION,3(1)(b) - Child guidance - Reasonable in the circumstances,ORDER TO REMEDY,2025-09-05
B335F1B10AA3FD81E4095BE8FDA55DB2,1ST CLASS CHILDCARE - WOLF WILLOW,"200, 2121 194 AVE SE",CALGARY,T2X5B1,5878996090,FACILITY-BASED PROGRAM,Y,N,N,244,2025-08-20,COMPLAINT INVESTIGATION,3(1)(b) - Child guidance - Reasonable in the circumstances,ORDER TO REMEDY,2025-09-05
B335F1B10AA3FD81E4095BE8FDA55DB2,1ST CLASS CHILDCARE - WOLF WILLOW,"200, 2121 194 AVE SE",CALGARY,T2X5B1,5878996090,FACILITY-BASED PROGRAM,Y,N,N,244,2025-09-05,FOLLOW UP TO ENFORCEMENT ACTION,,,NULL
B335F1B10AA3FD81E4095BE8FDA55DB2,1ST CLASS CHILDCARE - WOLF WILLOW,"200, 2121 194 AVE SE",CALGARY,T2X5B1,5878996090,FACILITY-BASED PROGRAM,Y,N,N,244,2025-09-08,COMPLAINT INVESTIGATION,,,NULL
B335F1B10AA3FD81E4095BE8FDA55DB2,1ST CLASS CHILDCARE - WOLF WILLOW,"200, 2121 194 AVE SE",CALGARY,T2X5B1,5878996090,FACILITY-BASED PROGRAM,Y,N,N,244,2025-09-15,COMPLAINT INVESTIGATION,,,NULL
B335F1B10AA3FD81E4095BE8FDA55DB2,1ST CLASS CHILDCARE - WOLF WILLOW,"200, 2121 194 AVE SE",CALGARY,T2X5B1,5878996090,FACILITY-BASED PROGRAM,Y,N,N,244,2025-10-27,INSPECTION,,,NULL
8C84BBEF7BD358E4F45E77E1215A64A0,2000 DAYS PRE-KINDERGARTEN,5728 - 1 STREET SW,CALGARY,T2H0E2,4033192332,FACILITY-BASED PROGRAM,Y,N,N,79,2024-07-08,INSPECTION,10(1)(b)(ii) - Medication - Administered according to labelled directions,ORDER TO REMEDY,2024-07-12
8C84BBEF7BD358E4F45E77E1215A64A0,2000 DAYS PRE-KINDERGARTEN,5728 - 1 STREET SW,CALGARY,T2H0E2,4033192332,FACILITY-BASED PROGRAM,Y,N,N,79,2024-07-12,FOLLOW UP TO ENFORCEMENT ACTION,,,NULL
8C84BBEF7BD358E4F45E77E1215A64A0,2000 DAYS PRE-KINDERGARTEN,5728 - 1 STREET SW,CALGARY,T2H0E2,4033192332,FACILITY-BASED PROGRAM,Y,N,N,79,2025-01-22,INSPECTION,,,NULL
8C84BBEF7BD358E4F45E77E1215A64A0,2000 DAYS PRE-KINDERGARTEN,5728 - 1 STREET SW,CALGARY,T2H0E2,4033192332,FACILITY-BASED PROGRAM,Y,N,N,79,2025-07-30,INSPECTION,25(1)(a)(ii) - Core requirements - Each staff/volunteer provides a current criminal record check to licence holder every 3 years,ORDER TO REMEDY,2025-08-18
8C84BBEF7BD358E4F45E77E1215A64A0,2000 DAYS PRE-KINDERGARTEN,5728 - 1 STREET SW,CALGARY,T2H0E2,4033192332,FACILITY-BASED PROGRAM,Y,N,N,79,2025-08-18,FOLLOW UP TO ENFORCEMENT ACTION,,,NULL
4532FD211A7F867C4FE1177F9BC84BCC,3 AND UP KIDS CLUB,663 - 97 AVENUE SE,CALGARY,T2J0H7,5874369655,GROUP FAMILY CHILD CARE PROGRAM,N,N,N,10,2024-09-09,INSPECTION,,,NULL
4532FD211A7F867C4FE1177F9BC84BCC,3 AND UP KIDS CLUB,663 - 97 AVENUE SE,CALGARY,T2J0H7,5874369655,GROUP FAMILY CHILD CARE PROGRAM,N,N,N,10,2025-05-23,INSPECTION,6(1)(a) - Notice of Changes- comply with plan,ORDER TO REMEDY,2025-06-03
4532FD211A7F867C4FE1177F9BC84BCC,3 AND UP KIDS CLUB,663 - 97 AVENUE SE,CALGARY,T2J0H7,5874369655,GROUP FAMILY CHILD CARE PROGRAM,N,N,N,10,2025-05-23,INSPECTION,24(b) - Minimum staffing and general supervision - children at all times supervised,ORDER TO REMEDY,2025-06-03
4532FD211A7F867C4FE1177F9BC84BCC,3 AND UP KIDS CLUB,663 - 97 AVENUE SE,CALGARY,T2J0H7,5874369655,GROUP FAMILY CHILD CARE PROGRAM,N,N,N,10,2025-05-23,INSPECTION,6(1)(b) - Notice of Changes - director approval of changes to plan,ORDER TO REMEDY,2025-06-03
4532FD211A7F867C4FE1177F9BC84BCC,3 AND UP KIDS CLUB,663 - 97 AVENUE SE,CALGARY,T2J0H7,5874369655,GROUP FAMILY CHILD CARE PROGRAM,N,N,N,10,2025-06-03,FOLLOW UP TO ENFORCEMENT ACTION,,,NULL
4532FD211A7F867C4FE1177F9BC84BCC,3 AND UP KIDS CLUB,663 - 97 AVENUE SE,CALGARY,T2J0H7,5874369655,GROUP FAMILY CHILD CARE PROGRAM,N,N,N,10,2025-12-16,INSPECTION,,,NULL
7CCCDE78820476072A02E51E0F777F16,A & D CHILD CARE CENTRE,101 957 FIR STREET,SHERWOOD PARK,T8A4N6,5873187373,FACILITY-BASED PROGRAM,Y,Y,Y,134,2024-07-29,INSPECTION,,,NULL
7CCCDE78820476072A02E51E0F777F16,A & D CHILD CARE CENTRE,101 957 FIR STREET,SHERWOOD PARK,T8A4N6,5873187373,FACILITY-BASED PROGRAM,Y,Y,Y,134,2025-02-19,INSPECTION,,,NULL
7CCCDE78820476072A02E51E0F777F16,A & D CHILD CARE CENTRE,101 957 FIR STREET,SHERWOOD PARK,T8A4N6,5873187373,FACILITY-BASED PROGRAM,Y,Y,Y,134,2025-03-11,INCIDENT REPORT,,,NULL
7CCCDE78820476072A02E51E0F777F16,A & D CHILD CARE CENTRE,101 957 FIR STREET,SHERWOOD PARK,T8A4N6,5873187373,FACILITY-BASED PROGRAM,Y,Y,Y,134,2025-08-18,INSPECTION,,,NULL
7CCCDE78820476072A02E51E0F777F16,A & D CHILD CARE CENTRE,101 957 FIR STREET,SHERWOOD PARK,T8A4N6,5873187373,FACILITY-BASED PROGRAM,Y,Y,Y,134,2025-09-12,CRITICAL INCIDENT REPORT,28(1)(d) - Minimum staffing and general supervision - Children at all times supervised,ORDER TO REMEDY,2025-09-19
